Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,prix_euro,Brand,Model
hyundai i20 magna,kolkata,2009,30675,petrol,manual,first,18.5,1197.0,80.0,5.0,,2475.0,hyundai,i20
maruti swift dzire vdi,kolkata,2013,22000,diesel,manual,first,23.4,1248.0,74.0,5.0,,4950.0,maruti,swift
hyundai eon magna,pune,2015,55000,petrol,manual,first,22.0,814.0,55.0,5.0,,2871.0,hyundai,eon
mercedes-benz new c-class 220 cdi at,jaipur,2010,74213,diesel,automatic,first,14.84,2143.0,170.0,5.0,,12650.0,mercedes-benz,new
mini cooper convertible s,mumbai,2016,15000,petrol,automatic,first,16.82,1998.0,189.08,4.0,44.28 lakh,38500.0,mini,cooper
tata nano cx,jaipur,2010,57000,petrol,manual,first,26.0,624.0,35.0,4.0,,550.0,tata,nano
maruti ciaz zdi plus,kolkata,2015,62144,diesel,manual,second,26.21,1248.0,88.5,5.0,,6325.0,maruti,ciaz
hyundai verna crdi 1.6 sx option,pune,2017,50000,diesel,manual,first,22.0,1582.0,126.2,5.0,15.72 lakh,12650.0,hyundai,verna
hyundai eon era plus,jaipur,2015,38000,petrol,manual,first,21.1,814.0,55.2,5.0,,3025.0,hyundai,eon
bmw 5 series 2013-2017 520d luxury line,chennai,2016,30000,diesel,automatic,second,18.12,1995.0,190.0,5.0,,34650.0,bmw,5
honda brio s mt,kochi,2016,38735,petrol,manual,first,19.4,1198.0,86.8,5.0,,5412.0,honda,brio
maruti ritz vdi,pune,2012,23598,diesel,manual,first,23.2,1248.0,73.94,5.0,,3872.0,maruti,ritz
bmw 3 series 320d prestige,chennai,2014,70000,diesel,automatic,first,18.88,1995.0,184.0,5.0,,19305.0,bmw,3
maruti swift dzire ldi,pune,2016,39000,diesel,manual,first,26.59,1248.0,74.0,5.0,,6380.0,maruti,swift
maruti swift dzire vdi,hyderabad,2013,84175,diesel,manual,first,23.4,1248.0,74.0,5.0,,7645.0,maruti,swift
renault scala rxl,kolkata,2013,45000,petrol,manual,first,16.95,1498.0,97.6,5.0,,2640.0,renault,scala
chevrolet cruze ltz at,mumbai,2013,59302,diesel,automatic,first,14.39,1998.0,163.7,5.0,,5775.0,chevrolet,cruze
maruti swift dzire zxi,ahmedabad,2012,55002,petrol,manual,first,17.5,1298.0,85.8,5.0,,4675.0,maruti,swift
tata indigo cs lx (tdi) bs iii,jaipur,2008,128813,diesel,manual,first,19.09,1396.0,69.0,5.0,,1650.0,tata,indigo
hyundai grand i10 crdi sportz,jaipur,2016,46522,diesel,manual,first,24.0,1120.0,70.0,5.0,,4950.0,hyundai,grand
tata indica vista quadrajet ls,pune,2014,180000,diesel,manual,first,22.3,1248.0,74.0,5.0,,2750.0,tata,indica
ford fiesta 1.4 tdci exi,chennai,2006,89326,diesel,manual,third,17.8,1399.0,68.0,5.0,,1705.0,ford,fiesta
renault duster 85ps diesel rxe,pune,2016,54000,diesel,manual,first,19.87,1461.0,83.8,5.0,11.27 lakh,7150.0,renault,duster
bmw 5 series 520d sedan,pune,2012,95000,diesel,automatic,second,18.48,,,,,19800.0,bmw,5
hyundai grand i10 crdi sportz edition,kochi,2015,66337,diesel,manual,first,24.0,1120.0,70.0,5.0,,5456.0,hyundai,grand
honda brio s mt,bangalore,2012,60000,petrol,manual,first,19.4,1198.0,86.8,5.0,,3575.0,honda,brio
audi a4 1.8 tfsi,kolkata,2010,38001,petrol,automatic,first,12.3,1781.0,163.2,5.0,,9350.0,audi,a4
maruti alto 800 2016-2019 lxi,bangalore,2014,73000,petrol,manual,second,24.7,796.0,47.3,5.0,,3025.0,maruti,alto
hyundai verna transform sx vtvt,bangalore,2011,61000,petrol,manual,second,16.2,1599.0,103.2,5.0,,3740.0,hyundai,verna
maruti ertiga zdi,hyderabad,2013,120000,diesel,manual,first,20.77,1248.0,88.8,7.0,,7700.0,maruti,ertiga
chevrolet optra magnum 1.6 lt abs bs3,kochi,2012,71787,petrol,manual,first,12.9,1598.0,102.5,5.0,,3531.0,chevrolet,optra
hyundai creta 1.6 crdi sx option,coimbatore,2016,11554,diesel,manual,first,19.67,1582.0,126.2,5.0,,15674.999999999998,hyundai,creta
volkswagen vento 1.5 tdi highline,hyderabad,2014,90000,diesel,manual,first,20.34,1498.0,103.2,5.0,,7150.0,volkswagen,vento
honda city i vtec sv,kolkata,2014,48104,petrol,manual,first,17.4,1497.0,117.3,5.0,,6039.0,honda,city
hyundai getz gls abs,pune,2005,91000,petrol,manual,third,16.8,1341.0,83.0,5.0,,880.0,hyundai,getz
hyundai santro xing xg erlx euro iii,kochi,2007,58815,petrol,manual,first,17.0,1086.0,,5.0,,2189.0,hyundai,santro
hyundai grand i10 at asta,coimbatore,2015,33931,petrol,automatic,second,18.9,1197.0,82.0,5.0,,6501.0,hyundai,grand
hyundai grand i10 1.2 kappa sportz option,coimbatore,2019,13916,petrol,manual,first,18.9,1197.0,81.86,5.0,,7084.0,hyundai,grand
maruti wagon r lxi cng,pune,2012,90400,cng,manual,first,26.2,998.0,58.2,5.0,,3190.0,maruti,wagon
hyundai grand i10 sportz,jaipur,2015,14000,petrol,manual,first,18.9,1197.0,82.0,5.0,,5059.999999999999,hyundai,grand
maruti swift vdi bsiv,pune,2007,121000,diesel,manual,second,17.8,1248.0,,5.0,,2585.0,maruti,swift
hyundai i20 asta 1.2,coimbatore,2016,17560,petrol,manual,first,18.6,1197.0,81.83,5.0,,7930.999999999999,hyundai,i20
renault duster 85ps diesel rxl,pune,2016,60000,diesel,manual,first,19.87,1461.0,83.8,5.0,,8800.0,renault,duster
maruti swift dzire vdi,hyderabad,2009,88096,diesel,manual,second,19.3,1248.0,73.9,5.0,,3850.0,maruti,swift
toyota innova 2.5 g (diesel) 8 seater bs iv,pune,2008,178280,diesel,manual,first,12.8,2494.0,102.0,8.0,,6490.0,toyota,innova
tata nano twist xt,coimbatore,2015,19963,petrol,manual,second,25.4,624.0,37.5,4.0,,1914.0,tata,nano
ford figo 2015-2019 1.2p sports edition mt,mumbai,2019,1000,petrol,manual,first,18.12,1196.0,86.8,5.0,,7480.0,ford,figo
hyundai i20 1.2 asta option,jaipur,2017,8000,petrol,manual,first,18.6,1197.0,81.83,5.0,,8250.0,hyundai,i20
honda brv i-vtec v mt,pune,2016,9200,petrol,manual,first,15.4,1497.0,117.3,7.0,13.58 lakh,8800.0,honda,brv
honda amaze s diesel,hyderabad,2015,29000,diesel,manual,first,27.4,1498.0,98.6,5.0,9.09 lakh,6589.0,honda,amaze
hyundai creta 1.6 crdi sx,mumbai,2017,27000,diesel,manual,first,19.67,1582.0,126.2,5.0,,14190.0,hyundai,creta
maruti baleno zeta 1.2,delhi,2018,22900,petrol,manual,first,21.4,1197.0,83.1,5.0,,7700.0,maruti,baleno
audi q5 2.0 tdi technology,hyderabad,2014,50000,diesel,automatic,first,14.16,1968.0,174.3,5.0,,38500.0,audi,q5
honda amaze s i-dtec,jaipur,2015,60207,diesel,manual,first,25.8,1498.0,98.6,5.0,,6050.0,honda,amaze
bmw x5 3.0d,coimbatore,2010,101119,diesel,automatic,first,11.0,2993.0,235.0,5.0,,20306.0,bmw,x5
ford figo petrol titanium,jaipur,2010,42000,petrol,manual,first,15.6,1196.0,70.0,5.0,,2640.0,ford,figo
maruti wagon r vxi,pune,2002,93000,petrol,manual,third,18.9,998.0,67.1,5.0,,1100.0,maruti,wagon
hyundai i10 era,ahmedabad,2012,60000,petrol,manual,second,19.81,1086.0,68.05,5.0,,2915.0,hyundai,i10
skoda rapid 1.5 tdi at elegance,kochi,2015,66122,diesel,automatic,first,21.66,1498.0,103.52,5.0,,6556.0,skoda,rapid
mercedes-benz cla 200 sport edition,kochi,2017,24733,petrol,automatic,first,15.04,1991.0,183.0,5.0,,29865.0,mercedes-benz,cla
audi a6 2.8 fsi,ahmedabad,2008,41000,petrol,automatic,second,10.4,2773.0,201.0,5.0,,11550.0,audi,a6
maruti ciaz zxi plus,chennai,2015,30000,petrol,manual,first,20.73,1373.0,91.1,5.0,,7370.0,maruti,ciaz
ford ecosport 1.5 dv5 mt titanium,kolkata,2013,36000,diesel,manual,first,22.7,1498.0,89.84,5.0,,5390.0,ford,ecosport
mahindra bolero mhawk d70 zlx,hyderabad,2017,40279,diesel,manual,first,16.5,1493.0,70.0,7.0,,8800.0,mahindra,bolero
maruti alto k10 vxi,kochi,2018,46805,petrol,manual,first,24.07,998.0,67.1,5.0,4.09 lakh,3992.9999999999995,maruti,alto
maruti swift dzire 1.2 vxi bsiv,mumbai,2015,60000,petrol,manual,first,17.5,1197.0,85.8,5.0,,5280.0,maruti,swift
tata zest revotron 1.2t xe,mumbai,2017,100000,petrol,manual,first,17.57,1193.0,88.7,5.0,6.83 lakh,4675.0,tata,zest
maruti swift 1.3 vxi,kolkata,2014,32986,petrol,manual,first,16.1,,,,,4664.0,maruti,swift
ford endeavour 3.2 trend at 4x4,coimbatore,2018,51530,diesel,automatic,first,10.91,3198.0,197.2,7.0,,33297.0,ford,endeavour
mercedes-benz new c-class c 220 cdi classic,jaipur,2013,81456,diesel,manual,first,15.8,2148.0,170.0,5.0,,15674.999999999998,mercedes-benz,new
hyundai i10 sportz at,ahmedabad,2012,37229,petrol,automatic,first,16.95,1197.0,78.9,5.0,,3751.0,hyundai,i10
honda city 1.5 s mt,delhi,2009,73200,petrol,manual,first,17.0,1497.0,118.0,5.0,,3058.0,honda,city
skoda octavia elegance 2.0 tdi at,ahmedabad,2015,71826,diesel,automatic,first,19.3,1968.0,141.0,5.0,,17050.0,skoda,octavia
tata indica v2 els,chennai,2017,129000,diesel,manual,first,25.0,1396.0,69.0,5.0,,3300.0,tata,indica
maruti wagon r vxi bsii,pune,2012,82000,petrol,manual,first,18.9,998.0,67.1,5.0,,2529.9999999999995,maruti,wagon
hyundai creta 1.6 crdi sx,kochi,2017,40459,diesel,manual,first,19.67,1582.0,126.2,5.0,,14608.0,hyundai,creta
maruti a-star lxi,hyderabad,2009,61964,petrol,manual,first,19.0,998.0,66.1,5.0,,2475.0,maruti,a-star
maruti wagon r lxi,kochi,2011,15466,petrol,manual,first,22.5,998.0,67.04,5.0,5.04 lakh,3696.0,maruti,wagon
honda mobilio e i vtec,kolkata,2014,23000,petrol,manual,first,17.3,1497.0,117.3,7.0,,4675.0,honda,mobilio
hyundai i10 magna,coimbatore,2012,43766,petrol,manual,first,20.36,1197.0,78.9,5.0,,4730.0,hyundai,i10
skoda superb 3.6 v6 fsi,hyderabad,2010,54000,petrol,automatic,first,0.0,3597.0,262.6,5.0,,6600.0,skoda,superb
hyundai i20 1.4 sportz,coimbatore,2018,18521,diesel,manual,first,22.54,1396.0,88.73,5.0,,10098.0,hyundai,i20
maruti celerio zxi optional,hyderabad,2017,26400,petrol,manual,first,23.1,998.0,67.04,5.0,,5489.0,maruti,celerio
skoda laura 1.8 tsi ambiente,pune,2011,31900,petrol,manual,first,13.4,1798.0,157.8,5.0,,4125.0,skoda,laura
ford figo diesel lxi,chennai,2010,39000,diesel,manual,first,20.0,1399.0,68.0,5.0,,2750.0,ford,figo
honda jazz 1.5 vx i dtec,hyderabad,2016,45671,diesel,manual,first,27.3,1498.0,98.6,5.0,,7919.999999999999,honda,jazz
mercedes-benz e-class 2015-2017 e250 edition e,ahmedabad,2016,39500,diesel,automatic,first,15.0,2143.0,204.0,5.0,,32449.999999999996,mercedes-benz,e-class
mercedes-benz gla class 200 cdi sport,chennai,2015,54000,diesel,automatic,first,17.9,2143.0,136.0,5.0,,19305.0,mercedes-benz,gla
volvo s60 d3,chennai,2012,20000,diesel,automatic,first,18.5,1985.0,163.0,5.0,,13200.0,volvo,s60
audi a8 l 3.0 tdi quattro,bangalore,2009,55000,diesel,automatic,first,11.8,2967.0,246.7,5.0,,14850.0,audi,a8
hyundai verna 1.6 sx crdi (o) at,kolkata,2014,48000,diesel,automatic,first,22.32,1582.0,126.32,5.0,,5609.999999999999,hyundai,verna
bmw 3 series 320d,kolkata,2011,70000,diesel,automatic,first,22.69,1995.0,190.0,5.0,43.81 lakh,11330.0,bmw,3
hyundai verna 1.6 sx,delhi,2014,62000,diesel,manual,first,22.32,1582.0,126.32,5.0,,6270.0,hyundai,verna
maruti wagon r vxi,kochi,2014,41994,petrol,manual,first,22.5,998.0,67.04,5.0,5.12 lakh,3751.0,maruti,wagon
ford figo diesel exi,hyderabad,2010,108882,diesel,manual,second,20.0,1399.0,68.0,5.0,,2640.0,ford,figo
mahindra kuv 100 mfalcon g80 k2,coimbatore,2017,24806,petrol,manual,first,18.15,1198.0,82.0,6.0,,6160.0,mahindra,kuv
tata indigo ls,pune,2006,160000,diesel,manual,first,17.0,1405.0,70.0,5.0,,1100.0,tata,indigo
mahindra tuv 300 t8 amt,hyderabad,2017,30000,diesel,automatic,first,18.49,1493.0,100.0,7.0,,9019.999999999998,mahindra,tuv
audi q3 35 tdi quattro premium plus,bangalore,2015,51000,diesel,automatic,first,15.17,1968.0,181.0,5.0,48.64 lakh,30250.0,audi,q3
maruti wagon r vxi 1.2,jaipur,2015,64876,petrol,manual,first,21.5,1197.0,81.8,5.0,5.71 lakh,3850.0,maruti,wagon
maruti celerio cng vxi mt,kochi,2016,70536,cng,manual,first,31.79,998.0,58.33,5.0,5.87 lakh,5038.0,maruti,celerio
maruti vitara brezza zdi plus dual tone,coimbatore,2017,25299,diesel,manual,first,24.3,1248.0,88.5,5.0,12.56 lakh,11374.0,maruti,vitara
mahindra scorpio dx 2.6 turbo 8 str,mumbai,2006,89869,diesel,manual,first,12.7,2609.0,116.6,8.0,,3575.0,mahindra,scorpio
hyundai tucson crdi,jaipur,2007,103515,diesel,manual,third,12.6,1991.0,112.0,7.0,,5500.0,hyundai,tucson
hyundai santro xing gls,hyderabad,2008,68282,petrol,manual,first,17.92,1086.0,62.1,5.0,,2475.0,hyundai,santro
porsche panamera diesel 250hp,kochi,2014,60033,diesel,automatic,first,18.18,2967.0,250.0,4.0,,56672.0,porsche,panamera
maruti vitara brezza vdi option,kochi,2018,51921,diesel,manual,first,24.3,1248.0,88.5,5.0,,9481.999999999998,maruti,vitara
maruti swift dzire vdi,mumbai,2017,18414,diesel,manual,first,23.4,1248.0,74.0,5.0,,7974.999999999999,maruti,swift
honda amaze v petrol,kochi,2016,40866,petrol,manual,first,19.5,1199.0,86.76,5.0,8.16 lakh,6017.0,honda,amaze
jaguar xf 2.2 litre luxury,pune,2014,55001,diesel,automatic,first,16.36,2179.0,187.7,5.0,,34100.0,jaguar,xf
mini cooper convertible s,kochi,2017,20469,petrol,automatic,first,16.82,1998.0,189.08,4.0,44.28 lakh,39577.99999999999,mini,cooper
hyundai eon era plus,jaipur,2017,8500,petrol,manual,first,21.1,814.0,55.2,5.0,,3762.0,hyundai,eon
audi a6 3.0 tdi quattro,ahmedabad,2008,45000,diesel,automatic,second,16.77,2967.0,241.38,5.0,,12650.0,audi,a6
hyundai i20 active 1.2 sx dual tone,pune,2016,6000,petrol,manual,first,17.19,1197.0,81.86,5.0,,7974.999999999999,hyundai,i20
maruti swift amt ddis vdi,chennai,2018,11000,diesel,manual,first,28.4,1248.0,74.0,5.0,,8800.0,maruti,swift
ford ecosport 1.5 dv5 mt titanium,kochi,2015,80064,diesel,manual,first,22.7,1498.0,89.84,5.0,,8062.999999999999,ford,ecosport
maruti wagon r vxi bs iv with abs,kolkata,2016,29930,petrol,manual,first,18.9,998.0,67.1,5.0,,3685.0,maruti,wagon
volkswagen vento 1.5 tdi highline,mumbai,2013,49105,diesel,manual,first,20.34,1498.0,103.2,5.0,,4840.0,volkswagen,vento
toyota etios vx,kolkata,2012,55000,petrol,manual,first,17.6,1496.0,88.7,5.0,,3289.0,toyota,etios
honda jazz 1.2 sv i vtec,bangalore,2015,23000,petrol,manual,first,18.7,1199.0,88.7,5.0,,6160.0,honda,jazz
volkswagen crosspolo 1.5 tdi,coimbatore,2016,54727,diesel,manual,first,20.14,1498.0,88.73,5.0,,7293.0,volkswagen,crosspolo
volkswagen ameo 1.5 tdi highline,kochi,2018,31426,diesel,manual,first,21.66,1498.0,108.62,5.0,9.72 lakh,8690.0,volkswagen,ameo
honda city v mt exclusive,kochi,2015,53442,petrol,manual,first,16.8,1497.0,116.3,5.0,,7700.0,honda,city
honda brio vx at,hyderabad,2014,28000,petrol,automatic,first,16.5,1198.0,86.8,5.0,,5445.0,honda,brio
skoda rapid 1.6 mpi at style,mumbai,2017,13412,petrol,automatic,first,14.3,1598.0,103.52,5.0,,10109.0,skoda,rapid
hyundai verna crdi,hyderabad,2011,70000,diesel,manual,first,16.8,1493.0,110.0,5.0,,5609.999999999999,hyundai,verna
hyundai i20 active s diesel,jaipur,2015,81310,diesel,manual,first,21.19,1396.0,88.76,5.0,,6490.0,hyundai,i20
maruti baleno alpha cvt,kochi,2019,13574,petrol,automatic,first,21.4,1197.0,83.1,5.0,10.3 lakh,10461.0,maruti,baleno
honda cr-v 2.4l 4wd mt,mumbai,2008,75000,petrol,manual,second,11.1,2354.0,158.8,5.0,,4290.0,honda,cr-v
maruti swift dzire vxi,coimbatore,2014,58310,petrol,manual,second,19.1,1197.0,85.8,5.0,,5929.0,maruti,swift
maruti swift dzire vdi,pune,2009,90000,diesel,manual,second,19.3,1248.0,73.9,5.0,,3300.0,maruti,swift
maruti swift dzire zdi,jaipur,2012,83000,diesel,manual,first,23.4,1248.0,74.0,5.0,,4730.0,maruti,swift
maruti swift dzire zxi,jaipur,2017,37282,petrol,manual,first,20.85,1197.0,83.14,5.0,,7425.0,maruti,swift
hyundai grand i10 sportz,jaipur,2017,23000,petrol,manual,first,18.9,1197.0,82.0,5.0,,4950.0,hyundai,grand
ford fiesta 1.4 zxi tdci abs,chennai,2010,82000,diesel,manual,first,17.8,1399.0,68.0,5.0,,3025.0,ford,fiesta
hyundai verna 1.6 crdi s,chennai,2016,31000,diesel,manual,first,23.9,1582.0,126.2,5.0,,9900.0,hyundai,verna
maruti wagon r vx,jaipur,2001,200000,petrol,manual,first,12.0,,,,,770.0,maruti,wagon
ford figo diesel exi,delhi,2014,45001,diesel,manual,second,20.0,1399.0,68.05,5.0,,2804.9999999999995,ford,figo
tata manza aqua quadrajet bs iv,coimbatore,2014,50446,diesel,manual,first,21.12,1248.0,88.8,5.0,,3894.0,tata,manza
honda civic 2006-2010 1.8 s mt,ahmedabad,2009,89000,petrol,manual,first,13.5,1799.0,130.0,5.0,,4675.0,honda,civic
maruti alto lx bsiii,ahmedabad,2007,72000,petrol,manual,second,19.7,796.0,46.3,5.0,,1320.0,maruti,alto
bmw 5 series 520d luxury line,ahmedabad,2013,90000,diesel,automatic,first,22.48,1995.0,190.0,5.0,63.71 lakh,21450.0,bmw,5
mahindra xuv500 w8 2wd,bangalore,2015,76000,diesel,manual,second,16.0,2179.0,140.0,7.0,,13200.0,mahindra,xuv500
maruti ritz vdi,hyderabad,2012,78401,diesel,manual,first,23.2,1248.0,73.94,5.0,,4290.0,maruti,ritz
maruti vitara brezza zdi plus,kochi,2017,38426,diesel,manual,first,24.3,1248.0,88.5,5.0,11.12 lakh,10043.0,maruti,vitara
maruti eeco 7 seater standard,pune,2011,45000,petrol,manual,first,15.1,1196.0,73.0,7.0,4.69 lakh,2475.0,maruti,eeco
maruti swift dzire 1.2 vxi bsiv,mumbai,2012,83000,petrol,manual,first,17.5,1197.0,85.8,5.0,,3575.0,maruti,swift
hyundai creta 1.6 crdi at sx plus,coimbatore,2017,50170,diesel,automatic,first,17.01,1582.0,126.2,5.0,,16268.999999999998,hyundai,creta
maruti wagon r lxi,mumbai,2010,37822,petrol,manual,first,22.5,998.0,67.04,5.0,5.04 lakh,2585.0,maruti,wagon
maruti celerio zdi,kolkata,2015,33517,diesel,manual,first,27.62,793.0,47.0,5.0,,3410.0,maruti,celerio
hyundai santa fe 2wd at,delhi,2014,110000,diesel,automatic,first,13.01,2199.0,194.3,7.0,,14190.0,hyundai,santa
hyundai eon d lite plus option,kolkata,2017,60000,petrol,manual,first,21.1,814.0,55.2,5.0,,2750.0,hyundai,eon
hyundai i20 sportz 1.2,delhi,2013,92408,petrol,manual,first,18.5,1197.0,82.85,5.0,,4014.9999999999995,hyundai,i20
hyundai verna 1.6 sx vtvt (o),bangalore,2014,45000,petrol,manual,first,17.1,1591.0,121.3,5.0,,8250.0,hyundai,verna
honda brio s option mt,kochi,2013,33793,petrol,manual,first,18.4,1198.0,86.8,5.0,,4114.0,honda,brio
maruti swift vxi optional,kochi,2017,26327,petrol,manual,first,20.4,1197.0,81.8,5.0,,6446.0,maruti,swift
mercedes-benz new c-class c 220d avantgarde edition c,coimbatore,2018,20604,diesel,automatic,first,19.27,2143.0,167.62,5.0,,43581.99999999999,mercedes-benz,new
maruti swift vdi optional,coimbatore,2018,61386,diesel,manual,first,25.2,1248.0,74.0,5.0,,7755.0,maruti,swift
maruti swift amt vdi,delhi,2018,11500,diesel,automatic,first,28.4,1248.0,74.0,5.0,,8250.0,maruti,swift
chevrolet beat diesel ls,chennai,2012,58000,diesel,manual,first,25.44,936.0,57.6,5.0,,2310.0,chevrolet,beat
skoda superb elegance 1.8 tsi at,delhi,2014,38000,petrol,automatic,first,13.7,1798.0,157.75,5.0,,12760.0,skoda,superb
mercedes-benz new c-class c 220 cdi be avantgare,bangalore,2012,49000,diesel,automatic,second,14.84,2143.0,167.62,5.0,,21175.0,mercedes-benz,new
toyota innova crysta 2.4 vx mt 8s,coimbatore,2017,72202,diesel,manual,first,13.68,2393.0,147.8,8.0,24.01 lakh,19712.0,toyota,innova
hyundai i10 sportz,kolkata,2016,7000,petrol,manual,first,20.36,1197.0,78.9,5.0,,3959.9999999999995,hyundai,i10
honda amaze s i-dtec,ahmedabad,2014,20000,diesel,manual,second,25.8,1498.0,98.6,5.0,,4950.0,honda,amaze
hyundai i20 magna 1.4 crdi (diesel),hyderabad,2017,14061,diesel,manual,first,21.9,1396.0,88.76,5.0,,8139.999999999999,hyundai,i20
mercedes-benz gle 350d,coimbatore,2018,30706,diesel,automatic,first,11.57,2987.0,254.79,5.0,95.13 lakh,65218.99999999999,mercedes-benz,gle
mahindra scorpio 2009-2014 sle 7s bsiv,kolkata,2011,51387,diesel,manual,first,12.05,2179.0,120.0,7.0,,6050.0,mahindra,scorpio
hyundai getz gle,bangalore,2006,44000,petrol,manual,second,15.3,1341.0,83.0,5.0,,1925.0,hyundai,getz
maruti baleno alpha,mumbai,2016,12208,petrol,manual,first,21.4,1197.0,83.1,5.0,8.78 lakh,7425.0,maruti,baleno
chevrolet optra magnum 2.0 lt,chennai,2011,55000,diesel,manual,first,16.52,1991.0,123.7,5.0,,4345.0,chevrolet,optra
hyundai verna 1.6 sx vtvt (o),mumbai,2011,61600,petrol,manual,first,17.1,1591.0,121.3,5.0,,4620.0,hyundai,verna
honda city 1.5 v mt,hyderabad,2016,28414,petrol,manual,first,17.0,1497.0,118.0,5.0,,9240.0,honda,city
volkswagen polo gt tsi,mumbai,2017,27853,petrol,automatic,first,17.21,1197.0,103.5,5.0,11.26 lakh,9075.0,volkswagen,polo
honda brio e mt,bangalore,2013,55116,petrol,manual,first,19.4,1198.0,86.8,5.0,,3641.0,honda,brio
maruti swift dzire vdi,ahmedabad,2017,26000,diesel,manual,first,26.59,1248.0,74.0,5.0,,8250.0,maruti,swift
honda city 1.5 v mt exclusive,pune,2012,45496,petrol,manual,first,17.0,1497.0,118.0,5.0,,5225.0,honda,city
mahindra ssangyong rexton rx7,pune,2013,76000,diesel,automatic,second,11.18,2696.0,184.0,7.0,,9668.999999999998,mahindra,ssangyong
skoda superb elegance 1.8 tsi mt,pune,2014,136000,petrol,manual,first,13.1,1798.0,157.75,5.0,,10450.0,skoda,superb
hyundai santro gls ii - euro ii,pune,2009,100000,petrol,manual,first,0.0,,,,,1760.0,hyundai,santro
maruti alto lxi,kolkata,2010,38127,petrol,manual,first,19.7,796.0,46.3,5.0,,1705.0,maruti,alto
hyundai i20 asta (o) 1.4 crdi (diesel),jaipur,2014,82450,diesel,manual,first,23.0,1396.0,90.0,5.0,,6435.0,hyundai,i20
ford ecosport 1.5 ti vct mt trend,coimbatore,2014,62497,petrol,manual,first,15.8,1499.0,110.0,5.0,,8272.0,ford,ecosport
nissan micra diesel xv,hyderabad,2011,86732,diesel,manual,first,23.08,1461.0,63.1,5.0,,3959.9999999999995,nissan,micra
honda brio e mt,kochi,2016,27969,petrol,manual,first,19.4,1198.0,86.8,5.0,,5203.0,honda,brio
mahindra ssangyong rexton rx7,delhi,2013,66372,diesel,automatic,first,11.18,2696.0,184.0,7.0,,11550.0,mahindra,ssangyong
bmw 7 series 730ld sedan,coimbatore,2013,73525,diesel,automatic,first,16.46,2993.0,258.0,5.0,,37994.0,bmw,7
hyundai grand i10 1.2 kappa sportz,kochi,2018,20689,petrol,manual,first,18.9,1197.0,81.86,5.0,6.68 lakh,6677.0,hyundai,grand
maruti baleno delta 1.2,coimbatore,2018,25093,petrol,manual,first,21.4,1197.0,83.1,5.0,,8536.0,maruti,baleno
mahindra xylo e8 abs bs iv,coimbatore,2016,49176,diesel,manual,first,11.68,2498.0,112.0,8.0,,8206.0,mahindra,xylo
renault fluence diesel e4,delhi,2012,87510,diesel,manual,first,21.8,1461.0,78.0,5.0,,3839.0,renault,fluence
hyundai i20 1.2 magna,coimbatore,2012,38214,petrol,manual,second,18.5,1197.0,80.0,5.0,,4455.0,hyundai,i20
mitsubishi pajero 2.8 sfx,kochi,2013,48986,diesel,manual,first,10.5,2835.0,107.2,6.0,,13068.0,mitsubishi,pajero
toyota corolla altis 2008-2013 1.8 vl at,pune,2011,88000,petrol,automatic,first,14.53,1794.0,138.1,5.0,,7095.0,toyota,corolla
bmw x5 x5 m,pune,2015,69002,diesel,automatic,first,15.97,2993.0,258.0,5.0,,55000.0,bmw,x5
bmw 3 series 2005-2011 325i sedan,pune,2011,43706,petrol,automatic,first,10.9,2497.0,215.0,5.0,,9900.0,bmw,3
hyundai creta 1.6 crdi at sx plus,coimbatore,2016,58671,diesel,automatic,first,17.01,1582.0,126.2,5.0,,15674.999999999998,hyundai,creta
mahindra tuv 300 2015-2019 t8,coimbatore,2017,49404,diesel,manual,first,18.49,1493.0,100.0,7.0,,8095.999999999999,mahindra,tuv
mahindra scorpio vlx 2.2 mhawk bsiii,delhi,2010,72000,diesel,manual,first,12.05,2179.0,120.0,8.0,,4840.0,mahindra,scorpio
renault kwid rxt,mumbai,2016,24000,petrol,manual,first,25.17,799.0,53.3,5.0,,3410.0,renault,kwid
renault kwid 1.0 rxt optional amt,coimbatore,2017,53285,petrol,automatic,first,22.5,999.0,67.0,5.0,5.42 lakh,4708.0,renault,kwid
maruti swift vxi bsiv,pune,2017,12000,petrol,manual,first,16.1,1197.0,85.0,5.0,,6050.0,maruti,swift
skoda laura 1.9 tdi at ambiente,kolkata,2012,45000,diesel,automatic,first,17.0,1896.0,105.0,5.0,,7689.0,skoda,laura
maruti alto 800 2016-2019 vxi,coimbatore,2018,26234,petrol,manual,first,24.7,796.0,47.3,5.0,,4719.0,maruti,alto
maruti swift vxi,delhi,2014,55000,petrol,manual,first,18.6,1197.0,85.8,5.0,,4620.0,maruti,swift
hyundai i20 1.4 crdi sportz,pune,2012,90000,diesel,manual,first,23.0,1396.0,90.0,5.0,,4521.0,hyundai,i20
audi q3 2012-2015 35 tdi quattro premium,mumbai,2015,48000,diesel,automatic,first,15.73,1968.0,174.33,5.0,,20625.0,audi,q3
hyundai i10 era,mumbai,2010,55000,petrol,manual,second,19.81,1086.0,68.05,5.0,,1749.0,hyundai,i10
maruti wagon r lxi optional,kolkata,2016,4800,petrol,manual,first,20.51,998.0,67.04,5.0,,3959.9999999999995,maruti,wagon
