Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Bangalore,2015,60000.0,Diesel,Manual,First,19.64,1461.0,108.45,5.0,8.65,Renault,Duster
Chennai,2019,9000.0,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,35.5,Ford,Endeavour
Delhi,2014,60750.0,Petrol,Manual,First,14.28,1798.0,138.03,5.0,10.5,Toyota,Corolla
Delhi,2018,9000.0,Diesel,Manual,First,14.0,2179.0,155.0,7.0,13.0,Mahindra,XUV500
Kolkata,2012,41100.0,Diesel,Automatic,First,16.77,2993.0,261.49,5.0,26.5,BMW,7
Ahmedabad,2004,60000.0,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.4,Maruti,Wagon
Kochi,2017,38424.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.51,Honda,City
Delhi,2014,50000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.3,Maruti,Swift
Mumbai,2015,19000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.95,Honda,City
Kochi,2015,58734.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,6.91,Maruti,Ertiga
Coimbatore,2016,65257.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,9.75,Renault,Duster
Jaipur,2010,130000.0,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,4.0,Maruti,Swift
Hyderabad,2011,79000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,Maruti,Ritz
Chennai,2013,78000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10.75,Mahindra,XUV500
Kochi,2015,49133.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.51,Honda,Brio
Coimbatore,2016,22769.0,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,49.22,Mercedes-Benz,M-Class
Coimbatore,2014,54448.0,Diesel,Manual,First,21.02,1248.0,88.8,5.0,3.7,Tata,Manza
Hyderabad,2014,158793.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12.99,Toyota,Innova
Delhi,2015,62088.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.15,Maruti,Swift
Kolkata,2012,14800.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,4.4,Hyundai,Verna
Kolkata,2015,26000.0,Petrol,Manual,First,17.3,1497.0,117.3,7.0,4.25,Honda,Mobilio
Mumbai,2017,32005.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,Honda,Amaze
Jaipur,2017,35000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.7,Honda,City
Pune,2015,52000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,39.75,Land Rover,Range Rover 2.2L Dynamic
Mumbai,2017,11000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,8.5,Honda,City
Jaipur,2008,62000.0,Petrol,Automatic,First,9.5,2997.0,231.1,5.0,7.0,Mercedes-Benz,E-Class
Chennai,2002,65134.0,Petrol,Manual,Third,13.8,1299.0,70.0,5.0,0.8,Ford,Ikon
Delhi,2013,71000.0,Diesel,Manual,First,13.0,2982.0,168.5,7.0,15.25,Toyota,Fortuner
Hyderabad,2008,51366.0,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.25,Maruti,A-Star
Kolkata,2016,46300.0,Diesel,Manual,First,14.07,1948.0,83.1,7.0,4.85,Tata,Sumo
Coimbatore,2012,60908.0,Petrol,Automatic,Second,15.6,1497.0,116.3,5.0,6.42,Honda,City
Chennai,2012,93450.0,Diesel,Manual,Second,23.19,1461.0,63.12,5.0,2.5,Nissan,Micra
Hyderabad,2011,104000.0,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,5.75,Hyundai,Verna
Pune,2003,52000.0,Petrol,Manual,First,16.1,796.0,37.0,4.0,0.5,Maruti,800
Coimbatore,2015,42999.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.52,Mahindra,XUV500
Delhi,2014,90000.0,Diesel,Manual,First,21.5,1248.0,88.8,5.0,4.5,Maruti,SX4
Bangalore,2013,72000.0,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,4.75,Hyundai,i20
Coimbatore,2019,54321.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.54,Hyundai,Creta
Kochi,2015,59630.0,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,23.41,Mercedes-Benz,E-Class
Hyderabad,2013,116000.0,Diesel,Automatic,Second,12.55,2982.0,168.5,7.0,19.25,Toyota,Fortuner
Ahmedabad,2015,34000.0,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,20.0,Volvo,S60
Delhi,2011,70000.0,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,13.0,Mercedes-Benz,E-Class
Chennai,2010,80000.0,Petrol,Manual,First,10.2,2354.0,180.0,5.0,3.99,Honda,Accord
Pune,2015,110000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.65,Honda,Amaze
Ahmedabad,2013,56454.0,Diesel,Manual,First,28.4,1248.0,73.75,5.0,4.65,Maruti,Dzire
Kolkata,2013,60000.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.15,Maruti,Swift
Delhi,2013,56000.0,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,8.25,Toyota,Corolla
Bangalore,2012,63000.0,Diesel,Automatic,Second,11.49,4367.0,335.3,5.0,65.0,Land Rover,Range Rover Vogue SE 4.4 SDV8
Chennai,2012,63000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.5,Maruti,Swift
Kolkata,2017,15050.0,Diesel,Manual,First,16.3,1956.0,170.0,5.0,17.5,Jeep,Compass
Mumbai,2016,29401.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.31,Maruti,Swift
Kochi,2016,25238.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.2,Honda,Jazz
Chennai,2011,79000.0,Diesel,Manual,First,23.59,1364.0,76.90978723404255,5.0,4.67,Toyota,Etios
Kochi,2011,58752.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.32,Volkswagen,Polo
Delhi,2011,62000.0,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,3.75,Honda,Civic
Bangalore,2013,132000.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,4.7,Toyota,Etios
Chennai,2016,51000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6.5,Hyundai,Verna
Hyderabad,2009,185200.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,7.25,Toyota,Innova
Coimbatore,2016,61717.0,Diesel,Manual,First,22.7,1598.0,118.0,5.0,8.94,Maruti,SX4
Kolkata,2018,8896.0,Petrol,Manual,First,19.0,1194.0,94.68,5.0,7.34,Ford,Freestyle
Delhi,2016,17000.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.9,Maruti,Baleno
Mumbai,2016,31378.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,5.9,Honda,Jazz
Pune,2013,114000.0,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,6.75,Hyundai,Verna
Ahmedabad,2014,81000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.1,Honda,Amaze
Mumbai,2017,31000.0,Diesel,Automatic,First,18.51,1968.0,147.51,5.0,27.0,Audi,Q3
Mumbai,2014,35000.0,Petrol,Manual,First,15.0,1598.0,103.52,5.0,4.5,Skoda,Rapid
Kolkata,2013,60001.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,14.5,Audi,A4
Jaipur,2014,75074.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25,Maruti,Swift
Kolkata,2012,80000.0,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,1.2,Tata,Indica
Jaipur,2006,147350.0,Diesel,Manual,Second,12.99,2494.0,100.6,8.0,4.95,Toyota,Innova
Hyderabad,2013,60000.0,Diesel,Manual,First,19.64,1461.0,108.45,5.0,7.5,Renault,Duster
Kolkata,2015,7501.0,Petrol,Automatic,First,10.0,2996.0,333.0,4.0,48.0,Mercedes-Benz,E-Class
Delhi,2015,58000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.45,Honda,Amaze
Coimbatore,2018,29277.0,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59.65,Mercedes-Benz,GLE
Kochi,2015,57034.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4.38,Maruti,Ritz
Kochi,2016,40810.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.9,Maruti,Ciaz
Bangalore,2008,35268.0,Petrol,Manual,Second,0.0,1086.0,62.0,5.0,1.88,Hyundai,Santro
Mumbai,2008,81000.0,Diesel,Automatic,Second,18.48,1995.0,190.0,5.0,10.5,BMW,5
Coimbatore,2018,34630.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.29,Maruti,Baleno
Hyderabad,2012,45122.0,Diesel,Manual,First,23.5,1498.0,88.7,5.0,6.0,Ford,Fiesta
Chennai,2011,126000.0,Diesel,Manual,Third,16.0,2179.0,140.0,7.0,6.7,Mahindra,XUV500
Jaipur,2009,63000.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.5,Maruti,Alto
Kochi,2016,32298.0,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,23.8,Mini,Cooper
Kochi,2014,63288.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.77,Mahindra,XUV500
Coimbatore,2012,43337.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,3.32,Hyundai,Santro
Kochi,2015,46561.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.94,Maruti,Swift
Delhi,2013,34000.0,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,11.0,Mercedes-Benz,A
Hyderabad,2016,48000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.4,Renault,KWID
Kochi,2013,56263.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.17,Maruti,Swift
Hyderabad,2005,84060.0,Petrol,Manual,Second,17.3,993.0,60.0,5.0,1.25,Maruti,Zen
Mumbai,2016,9000.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.45,Hyundai,Grand
Jaipur,2012,79000.0,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.59,Tata,Manza
Pune,2015,87900.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.01,Mahindra,XUV500
Delhi,2010,72425.0,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.45,Maruti,Swift
Bangalore,2015,38000.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,29.0,Audi,Q3
Hyderabad,2008,83000.0,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,2.4,Ford,Fiesta
Hyderabad,2010,107000.0,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.99,Mercedes-Benz,New
Delhi,2015,51000.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.9,Honda,City
Pune,2010,140000.0,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,6.25,Toyota,Innova
Pune,2011,48000.0,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1.8,Chevrolet,Beat
Delhi,2013,62000.0,CNG,Manual,First,26.6,998.0,58.16,5.0,2.8,Maruti,Wagon
Mumbai,2015,31000.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.9,Honda,Jazz
Jaipur,2010,75055.0,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.25,Nissan,Micra
Coimbatore,2017,51210.0,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,8.89,Maruti,Ciaz
Mumbai,2012,87000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,15.0,Toyota,Fortuner
Kolkata,2018,17000.0,Diesel,Manual,First,26.1,1498.0,99.0,5.0,5.65,Ford,Aspire
Jaipur,2014,57000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0,Maruti,Ertiga
Hyderabad,2016,9370.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.95,Maruti,Alto
Chennai,2013,53226.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.3,Honda,Brio
Hyderabad,2010,120000.0,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,3.5,Hyundai,Verna
Jaipur,2007,75055.0,Petrol,Manual,First,12.8,1493.0,100.0,5.0,2.3,Honda,City
Coimbatore,2017,37247.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.69,Hyundai,Creta
Delhi,2013,64000.0,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.1,Toyota,Etios
Mumbai,2014,12000.0,Petrol,Manual,First,13.44,2359.0,198.25,5.0,12.75,Hyundai,Sonata
Pune,2017,40158.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75,Hyundai,Creta
Chennai,2017,11000.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.75,Honda,Jazz
Chennai,2014,70010.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.25,Volkswagen,Vento
Mumbai,2015,82000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.75,Mahindra,XUV500
Kochi,2017,57259.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.87,Mahindra,TUV
Bangalore,2010,84000.0,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5,Honda,Accord
Pune,2012,168000.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,4.5,Maruti,Ertiga
Hyderabad,2012,73670.0,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12.5,Mahindra,Ssangyong
Delhi,2014,89540.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.8,Toyota,Fortuner
Hyderabad,2016,85423.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75,Maruti,Ertiga
Pune,2013,48823.0,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.5,Hyundai,Elantra
Kolkata,2011,35082.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.21,Hyundai,i10
Jaipur,2012,126000.0,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.6,Maruti,Omni
Delhi,2016,19000.0,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,6.25,Honda,Amaze
Mumbai,2007,69000.0,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.25,Honda,Civic
Kochi,2019,29836.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.75,Mercedes-Benz,CLA
Ahmedabad,2010,48002.0,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,6.75,Skoda,Superb
Ahmedabad,2015,52324.0,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.25,Maruti,Ciaz
Delhi,2013,65000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.1,Ford,Ecosport
Mumbai,2009,66000.0,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,10.75,Mercedes-Benz,M-Class
Hyderabad,2016,75700.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.7,Hyundai,Grand
Bangalore,2013,43000.0,Diesel,Manual,First,20.5,1598.0,105.0,5.0,5.95,Volkswagen,Vento
Kochi,2012,42706.0,Diesel,Manual,First,25.44,936.0,56.3,5.0,2.4,Chevrolet,Beat
Mumbai,2013,35000.0,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.49,Mahindra,Quanto
Hyderabad,2011,54348.0,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.0,Hyundai,i10
Delhi,2013,84000.0,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.85,Toyota,Etios
Mumbai,2010,63298.0,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3.95,Toyota,Corolla
Jaipur,2013,75049.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.0,Hyundai,i10
Kochi,2018,24237.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7,Ford,Figo
Coimbatore,2016,22767.0,Petrol,Manual,First,18.5,1197.0,85.8,5.0,6.14,Maruti,Ritz
Bangalore,2012,58000.0,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,4.4,Hyundai,i20
Pune,2017,57000.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.25,Maruti,Swift
Kochi,2010,50161.0,Petrol,Automatic,First,8.77,4395.0,402.0,5.0,25.93,BMW,7
Kolkata,2016,45000.0,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.0,Maruti,S
Coimbatore,2017,68319.0,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,25.12,Toyota,Fortuner
Kochi,2017,30711.0,Petrol,Manual,First,20.3,998.0,68.05,5.0,4.45,Hyundai,EON
Kolkata,2011,38277.0,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.4,Hyundai,i20
Pune,2012,115000.0,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4.33,Volkswagen,Vento
Coimbatore,2017,46849.0,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.93,Maruti,Swift
Ahmedabad,2014,64000.0,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25,Hyundai,i20
Pune,2010,130923.0,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,12.5,Mercedes-Benz,E-Class
Chennai,2015,15000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.9,Hyundai,Grand
Mumbai,2014,32720.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5,Hyundai,i20
Jaipur,2016,12500.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0,Renault,KWID
Chennai,2015,59800.0,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5.8,Hyundai,Xcent
Pune,2011,54211.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.33,Volkswagen,Vento
Kochi,2015,62242.0,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,6.62,Chevrolet,Cruze
Mumbai,2015,54000.0,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,5.75,Nissan,Terrano
Hyderabad,2012,65000.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.2,Hyundai,Verna
Chennai,2015,55000.0,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.5,Maruti,Celerio
Pune,2010,71000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.0,Maruti,Wagon
Chennai,2012,70000.0,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.0,Hyundai,i20
Mumbai,2011,53000.0,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,9.5,Audi,A4
Mumbai,2013,43000.0,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,17.5,BMW,X1
Mumbai,2015,54000.0,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,6.11,Skoda,Rapid
Ahmedabad,2014,51000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75,Hyundai,i10
Hyderabad,2007,78000.0,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,6.2,Mitsubishi,Pajero
Mumbai,2014,25000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.15,Honda,City
Pune,2012,12600.0,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.4,Maruti,Alto
Pune,2009,80000.0,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,2.15,Maruti,Swift
Kolkata,2016,21000.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75,Hyundai,Grand
Mumbai,2011,32000.0,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.15,Ford,Figo
Bangalore,2015,50000.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75,Hyundai,Grand
Mumbai,2010,47500.0,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.45,Maruti,SX4
Mumbai,2017,7500.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15,Honda,City
Jaipur,2016,68163.0,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,8.9,Renault,Duster
Ahmedabad,2014,61000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.35,Honda,Amaze
Jaipur,2015,100000.0,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12.0,Toyota,Innova
Mumbai,2009,61500.0,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,8.5,BMW,3
Kochi,2017,42883.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.27,Hyundai,i10
Jaipur,2012,97000.0,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,4.25,Renault,Duster
Bangalore,2010,39525.0,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,9.25,Mitsubishi,Outlander
Kochi,2017,35384.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.61,Maruti,Vitara
Hyderabad,2010,46000.0,Diesel,Automatic,First,11.8,2987.0,261.0,7.0,28.0,Mercedes-Benz,R-Class
Coimbatore,2018,32189.0,Diesel,Manual,First,23.0,1498.0,98.96,5.0,9.25,Ford,EcoSport
Chennai,2016,27000.0,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,8.6,Hyundai,Verna
Coimbatore,2018,22734.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,7.53,Volkswagen,Polo
Mumbai,2014,58002.0,Diesel,Manual,First,19.64,1461.0,108.45,5.0,5.75,Renault,Duster
Chennai,2012,31500.0,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15,Honda,Brio
Coimbatore,2017,30933.0,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.84,Ford,Figo
Kolkata,2012,27090.0,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,16.5,Audi,A6
Mumbai,2015,29500.0,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,43.0,BMW,X5
Pune,2013,45000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.55,Hyundai,i10
Hyderabad,2018,11691.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8.9,Hyundai,i20
Hyderabad,2006,121000.0,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,2.5,Skoda,Octavia
Hyderabad,2010,118077.0,Diesel,Manual,First,16.2,1493.0,110.0,5.0,3.85,Hyundai,Verna
Chennai,2012,36300.0,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,7.5,Hyundai,Verna
Mumbai,2005,90000.0,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,1.8,Hyundai,Getz
Chennai,2010,78000.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.25,Ford,Figo
Mumbai,2015,42000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,24.25,Audi,A6
Mumbai,2015,27000.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.35,Volkswagen,Polo
Kolkata,2012,22000.0,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,11.5,BMW,X1
Kolkata,2014,49000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4.75,Honda,City
Hyderabad,2012,42600.0,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.99,Hyundai,i20
Coimbatore,2018,12794.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,9.15,Honda,Jazz
Jaipur,2006,125000.0,Petrol,Manual,Fourth & Above,16.1,1240.469387755102,77.88168195718654,5.0,2.35,Maruti,Swift
Hyderabad,2014,88046.0,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,13.99,Honda,CR-V
Bangalore,2014,8000.0,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,19.75,Mercedes-Benz,A
Coimbatore,2018,82739.0,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.77,Mahindra,XUV500
Bangalore,2006,193000.0,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,2.5,Mahindra,Bolero
Mumbai,2013,7000.0,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,3.65,Renault,Scala
Ahmedabad,2012,60000.0,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,23.5,Land Rover,Freelander 2 HSE SD4
Pune,2017,38000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.11,Maruti,Alto
Kochi,2013,56344.0,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.57,Toyota,Etios
Mumbai,2014,17858.0,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.32,Hyundai,i20
Hyderabad,2012,53000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2,Hyundai,i10
Kochi,2016,67906.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.63,Maruti,Swift
Hyderabad,2015,19000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.0,Hyundai,EON
Mumbai,2010,67000.0,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,9.25,BMW,3
Delhi,2011,80000.0,Diesel,Manual,First,23.57,1396.0,70.0,5.0,1.2,Tata,Indigo
Delhi,2015,61000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.15,Maruti,Alto
Pune,2010,39000.0,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.05,Volkswagen,Polo
Ahmedabad,2014,59000.0,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11.5,Toyota,Corolla
Hyderabad,2008,80931.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3,Hyundai,Santro
Kolkata,2016,34000.0,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.95,Maruti,Swift
Hyderabad,2013,130000.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75,Renault,Scala
Coimbatore,2018,52380.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.15,Maruti,Vitara
Kolkata,2011,44000.0,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.65,Nissan,Micra
Hyderabad,2015,84000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.8,Ford,Figo
Kochi,2017,41697.0,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,16.68,Honda,CR-V
Pune,2014,163000.0,Diesel,Manual,First,19.01,1461.0,108.5,5.0,5.0,Nissan,Terrano
Chennai,2011,42000.0,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,3.75,Toyota,Etios
Jaipur,2013,129000.0,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,4.11,Hyundai,i20
Chennai,2015,32200.0,Petrol,Manual,Second,18.16,1196.0,86.8,5.0,4.25,Ford,Figo
Mumbai,2004,129000.0,Diesel,Manual,First,10.5,2835.0,107.2,6.0,3.45,Mitsubishi,Pajero
Bangalore,2014,40000.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,22.5,Audi,A4
Delhi,2006,150000.0,Petrol,Manual,First,12.4,1998.0,132.0,8.0,4.5,Toyota,Innova
Jaipur,2007,140000.0,Petrol,Manual,First,15.26,1150.0,74.9,5.0,0.9,Chevrolet,Aveo
Hyderabad,2006,63181.0,Petrol,Manual,First,15.3,1341.0,83.0,5.0,1.85,Hyundai,Getz
Kolkata,2013,39575.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25,Honda,Amaze
Pune,2010,63600.0,Diesel,Manual,Second,17.8,1248.0,77.88168195718654,5.0,3.1,Maruti,Swift
Coimbatore,2014,70374.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.34,Ford,Ecosport
Kolkata,2015,26256.0,Diesel,Manual,First,20.14,1498.0,88.5,5.0,4.25,Volkswagen,CrossPolo
Delhi,2016,13460.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.45,Hyundai,Elite
