Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,prix_euro,marque_modele
2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3959.9999999999995,Nissan Micra
2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,5203.0,Honda Brio
2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,11550.0,Mahindra Ssangyong
2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,37994.0,BMW 7
2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6677.0,Hyundai Grand
2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8536.0,Maruti Baleno
2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,8206.0,Mahindra Xylo
2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,3839.0,Renault Fluence
2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,4455.0,Hyundai i20
2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,13068.0,Mitsubishi Pajero
2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,7095.0,Toyota Corolla
2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,55000.0,BMW X5
2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,9900.0,BMW 3
2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,15674.999999999998,Hyundai Creta
2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8095.999999999999,Mahindra TUV
2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4840.0,Mahindra Scorpio
2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3410.0,Renault KWID
2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4708.0,Renault KWID
2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,6050.0,Maruti Swift
2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,7689.0,Skoda Laura
2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,4719.0,Maruti Alto
2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4620.0,Maruti Swift
2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4521.0,Hyundai i20
2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,20625.0,Audi Q3
2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,71445.0,Mercedes-Benz GLE
2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1749.0,Hyundai i10
2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,3959.9999999999995,Maruti Wagon
2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,8657.0,Honda City
2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6105.0,Hyundai Grand
2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,7040.0,Honda City
2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,2915.0,Maruti Swift
2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,6050.0,Maruti Swift
2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8040.999999999999,Mahindra XUV500
2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7810.0,Maruti Ciaz
2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,8613.0,Hyundai Verna
2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,935.0,Hyundai Accent
2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3905.0,Honda Brio
2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,9009.0,Hyundai i20
2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,30800.0,BMW 3
2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,14300.0,Volkswagen Jetta
2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,3619.0,Volkswagen Polo
2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4851.0,Maruti Swift
2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5489.0,Renault Duster
2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,19778.0,BMW X3
2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,8481.0,Fiat Avventura
2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,3080.0,Maruti Wagon
2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,3300.0,Chevrolet Sail
2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13739.0,Mahindra XUV500
2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,5500.0,Tata Zest
2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,35904.0,BMW X3
2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7150.0,Maruti Swift
2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,38500.0,BMW 5
2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2200.0,Tata Indigo
2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,10406.0,Mahindra XUV500
2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,42900.0,Audi Q7
2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,16500.0,BMW 5
2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,6765.0,Hyundai Verna
2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,15949.999999999998,Hyundai Santa
2012,43000,Petrol,Manual,First,0.0,1622.0,113.0,5.0,3575.0,Hyundai Santro
2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,5698.0,Maruti Wagon
2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1364.0,Maruti Wagon
2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3080.0,Hyundai i20
2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,5753.0,Skoda Superb
2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,494.99999999999994,Hyundai Getz
2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,3575.0,Maruti Wagon
2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1650.0,Maruti Omni
2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3135.0,Hyundai i10
2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4950.0,Renault KWID
2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,17875.0,Mercedes-Benz B
2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8525.0,Volkswagen Polo
2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,4784.999999999999,Mahindra Scorpio
2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,36443.0,Toyota Fortuner
2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,3992.9999999999995,Chevrolet Beat
2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,5225.0,Toyota Innova
2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,7161.0,Maruti Swift
2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,5280.0,Renault KWID
2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,6600.0,Tata Bolt
2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,7040.0,Hyundai Grand
2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,5390.0,Volkswagen Vento
2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,22627.0,Audi A6
2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,5236.0,Maruti Swift
2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,2200.0,Chevrolet Spark
2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,10912.0,BMW 3
2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,4058.9999999999995,Hyundai EON
2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6325.0,Maruti Swift
2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,6270.0,Volkswagen CrossPolo
2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,5434.0,Honda Amaze
2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,4719.0,Volkswagen Vento
2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,3300.0,Maruti Wagon
2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,7150.0,Volkswagen Polo
2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,5390.0,Volkswagen Polo
2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5940.0,Honda Amaze
2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,26400.0,Audi A6
2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,8206.0,Tata Tigor
2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10560.0,Volkswagen Vento
2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,27500.0,Audi A6
2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7480.0,Nissan Terrano
2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,9449.0,Skoda Rapid
2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5819.0,Ford Figo
2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,2750.0,Tata Venture
2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,15290.0,Mercedes-Benz New
2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,22000.0,Toyota Fortuner
2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3740.0,Honda City
2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6050.0,Hyundai i20
2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4014.9999999999995,Volkswagen Vento
2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,6446.0,Ford Endeavour
2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,11484.0,Ford EcoSport
2013,58291,Diesel,Manual,First,17.8,1248.0,113.0,5.0,5500.0,Maruti Swift
2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3707.0,Hyundai i20
2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,7645.0,Toyota Innova
2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,10890.0,Tata Nexon
2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3630.0,Ford Figo
2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,55550.0,Porsche Panamera
2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,13750.0,Hyundai Creta
2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,22550.0,Audi A4
2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15949.999999999998,Mahindra XUV500
2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,22000.0,Isuzu MUX
2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5775.0,Maruti Swift
2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,6490.0,Maruti Ciaz
2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2860.0,Hyundai EON
2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,12100.0,Mercedes-Benz E-Class
2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,17050.0,BMW 5
2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,6325.0,Hyundai Grand
2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,82500.0,Jaguar XJ
2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,2200.0,Maruti Swift
2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2529.9999999999995,Hyundai Santro
2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,9019.999999999998,Toyota Innova
2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5280.0,Hyundai i20
2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,9350.0,Mercedes-Benz E-Class
2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3190.0,Ford Figo
2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,7150.0,Toyota Corolla
2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6435.0,Hyundai Grand
2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,26301.0,Jeep Compass
2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,8095.999999999999,Maruti Ignis
2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,18975.0,Toyota Fortuner
2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7700.0,Volkswagen Vento
2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,19414.999999999996,Toyota Innova
2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2750.0,Ford Figo
2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6600.0,Toyota Platinum
2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,9075.0,Mahindra Thar
2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,49313.0,Land Rover
2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11550.0,BMW 3
2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,2090.0,Hyundai Accent
2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4675.0,Maruti Celerio
2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,29150.0,Jaguar XF
2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,24750.0,Audi A6
2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3630.0,Nissan Micra
2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4730.0,Honda Amaze
2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5775.0,Renault Duster
2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,12925.0,Toyota Innova
2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4675.0,Honda Amaze
2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,15642.0,Mercedes-Benz New
2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4620.0,Toyota Etios
2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,20075.0,Toyota Innova
2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,20350.0,Mercedes-Benz New
2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2640.0,Maruti Swift
2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,7150.0,Maruti Baleno
2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,3520.0,Hyundai Santro
2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4389.0,Maruti Celerio
2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5995.0,Ford Ecosport
2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2970.0,Tata Manza
2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6875.0,Honda Jazz
2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,14608.0,Mahindra XUV500
2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,4069.9999999999995,Nissan Micra
2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,43461.0,Mercedes-Benz New
2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1540.0,Tata Manza
2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3850.0,Maruti Swift
2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,4158.0,Maruti Swift
2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2970.0,Tata Indigo
2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3520.0,Honda Amaze
2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5500.0,Maruti Swift
2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7700.0,Maruti Ertiga
2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,3135.0,Hyundai Grand
2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4675.0,Nissan Micra
2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,5390.0,Hyundai Grand
2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,18589.999999999996,Jeep Compass
2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4675.0,Volkswagen Polo
2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4774.0,Honda Amaze
2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,18700.0,BMW X3
2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,31295.0,BMW 3
2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6765.0,Honda City
2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,10175.0,Mahindra Ssangyong
2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,5334.999999999999,Maruti Swift
2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5280.0,Maruti Swift
2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2529.9999999999995,Honda Brio
2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5225.0,Hyundai Grand
2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5500.0,Tata Zest
2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2750.0,Hyundai EON
2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6545.0,Hyundai i20
2014,48000,Diesel,Automatic,Second,9.0,1984.0,181.0,5.0,17600.0,Volvo S60
2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6765.0,Ford Ecosport
2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,4455.0,Maruti Ritz
2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,3410.0,Hyundai i20
2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6039.0,Maruti Dzire
2010,42400,Petrol,Automatic,Third,8.0,4806.0,394.3,4.0,47201.0,Porsche Panamera
2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,6270.0,Maruti Swift
2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3135.0,Honda Brio
2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,2585.0,Chevrolet Beat
2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,16235.999999999998,Hyundai Creta
2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,2475.0,Honda City
2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4014.9999999999995,Maruti Ritz
2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7974.999999999999,Ford EcoSport
2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,11759.0,BMW 3
2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,6050.0,Hyundai Verna
2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,5609.999999999999,Toyota Innova
2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,3575.0,Maruti Wagon
2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,10175.0,Maruti Ertiga
2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1870.0,Maruti Alto
2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,3157.0,Maruti A-Star
2009,90000,Diesel,Automatic,First,11.0,2993.0,235.0,5.0,19525.0,BMW X5
2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,4950.0,Mahindra KUV
2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,3245.0,Hyundai i10
2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2860.0,Honda Civic
2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3300.0,Hyundai i10
2014,78616,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,17050.0,Mercedes-Benz New
2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,3080.0,Toyota Etios
2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,2750.0,Honda City
2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,6325.0,Maruti Swift
2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,3080.0,Maruti Swift
2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,5049.0,Hyundai Verna
2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4014.9999999999995,Maruti Ritz
2015,31000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,21835.0,Toyota Fortuner
2018,16039,Diesel,Manual,First,17.1,1956.0,170.0,5.0,20350.0,Jeep Compass
2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7645.0,Hyundai i20
2014,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,3135.0,Maruti Wagon
2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,4125.0,Tata New
2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2529.9999999999995,Maruti Swift
2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2529.9999999999995,Tata Indigo
2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,6545.0,Maruti Swift
2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3839.0,Maruti Celerio
2016,19254,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,52470.0,BMW 5
2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,7073.0,Volkswagen Polo
2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,4950.0,Tata Safari
2018,2971,Petrol,Automatic,First,13.6,1598.0,181.0,4.0,43725.0,Mini Cooper
2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,4400.0,Ford Figo
2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7678.0,Honda City
2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,1925.0,Hyundai Tucson
2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,5225.0,Skoda Laura
2016,99593,Diesel,Manual,First,11.5,2982.0,171.0,7.0,25850.0,Toyota Fortuner
2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,8239.0,Hyundai Verna
2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11935.0,Mahindra XUV500
2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3850.0,Renault KWID
2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,6930.0,Hyundai i20
2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,7425.0,Honda City
2017,61108,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,31767.999999999996,Ford Endeavour
2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,15653.0,Skoda Superb
2012,37000,Diesel,Automatic,Third,22.69,1995.0,190.0,5.0,16500.0,BMW 3
2013,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,6380.0,Maruti Ertiga
2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4125.0,Maruti Ritz
2005,120000,Petrol,Manual,First,0.0,1086.0,113.0,5.0,1264.9999999999998,Hyundai Santro
2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,14025.0,Toyota Fortuner
2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2145.0,Maruti Swift
2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,5445.0,Tata Tigor
2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,9075.0,Honda City
2013,48183,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,23089.0,BMW 3
2010,93000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,19250.0,Mercedes-Benz E-Class
2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5896.0,Maruti Swift
2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,6985.0,Maruti Ertiga
2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,3245.0,Hyundai Verna
2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5.0,61270.0,Land Rover
2009,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,1264.9999999999998,Hyundai Santro
2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,41250.0,Mercedes-Benz New
2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,4477.0,Hyundai i10
2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3289.0,Volkswagen Polo
2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8690.0,Maruti Vitara
2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,8239.0,Renault Duster
2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,1210.0,Tata Indica
2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,61600.0,Mercedes-Benz GL-Class
2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,3850.0,Hyundai Xcent
2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,3300.0,Hyundai Verna
2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,6710.0,Hyundai Verna
2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2475.0,Ford Figo
2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6545.0,Maruti Swift
2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,5445.0,Renault Pulse
2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,6039.0,Volkswagen Polo
2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,7337.0,BMW 3
2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6875.0,Skoda Rapid
2005,58000,Petrol,Manual,Second,0.0,999.0,113.0,5.0,1661.0,Hyundai Santro
2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,38368.0,Audi Q7
2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,7590.0,Maruti Ciaz
2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6589.0,Honda City
2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,11440.0,Mercedes-Benz E-Class
2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5.0,31899.999999999996,Audi A6
2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,6435.0,Mahindra Xylo
2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,2431.0,Honda City
2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2640.0,Maruti SX4
2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,3300.0,Toyota Corolla
2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,4125.0,Volkswagen Vento
2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,3245.0,Hyundai EON
